Time, Load Factor
   0.000000,    0.000000
   0.100000,    0.000011
   0.200000,    0.000123
   0.300000,    0.000247
   0.400000,    0.000372
   0.500000,    0.000496
   0.600000,    0.000620
   0.700000,    0.000745
   0.800000,    0.000869
   0.900000,    0.000993
   1.000000,    0.001117
   1.100000,    0.001242
   1.200000,    0.001542
   1.300000,    0.001865
   1.400000,    0.002187
   1.500000,    0.002509
   1.600000,    0.002832
   1.700000,    0.003154
   1.800000,    0.003477
   1.900000,    0.003799
   2.000000,    0.004122
   2.100000,    0.004444
   2.200000,    0.004936
   2.300000,    0.005450
   2.400000,    0.005963
   2.500000,    0.006477
   2.600000,    0.006990
   2.700000,    0.007504
   2.800000,    0.008017
   2.900000,    0.008531
   3.000000,    0.009044
   3.100000,    0.009558
   3.200000,    0.010235
   3.300000,    0.010932
   3.400000,    0.011630
   3.500000,    0.012327
   3.600000,    0.013025
   3.700000,    0.013722
   3.800000,    0.014420
   3.900000,    0.015117
   4.000000,    0.015815
   4.100000,    0.016512
   4.200000,    0.017367
   4.300000,    0.018241
   4.400000,    0.019116
   4.500000,    0.019990
   4.600000,    0.020865
   4.700000,    0.021739
   4.800000,    0.022614
   4.900000,    0.023488
   5.000000,    0.024363
   5.100000,    0.025237
   5.200000,    0.026263
   5.300000,    0.027308
   5.400000,    0.028352
   5.500000,    0.029397
   5.600000,    0.030441
   5.700000,    0.031486
   5.800000,    0.032530
   5.900000,    0.033575
   6.000000,    0.034620
   6.100000,    0.035664
   6.200000,    0.036854
   6.300000,    0.038061
   6.400000,    0.039269
   6.500000,    0.040477
   6.600000,    0.041685
   6.700000,    0.042892
   6.800000,    0.044100
   6.900000,    0.045308
   7.000000,    0.046515
   7.100000,    0.047723
   7.200000,    0.049070
   7.300000,    0.050434
   7.400000,    0.051798
   7.500000,    0.053162
   7.600000,    0.054526
   7.700000,    0.055890
   7.800000,    0.057254
   7.900000,    0.058618
   8.000000,    0.059982
   8.100000,    0.061346
   8.200000,    0.062843
   8.300000,    0.064356
   8.400000,    0.065870
   8.500000,    0.067384
   8.600000,    0.068897
   8.700000,    0.070411
   8.800000,    0.071924
   8.900000,    0.073438
   9.000000,    0.074951
   9.100000,    0.076465
   9.200000,    0.078106
   9.300000,    0.079762
   9.400000,    0.081419
   9.500000,    0.083075
   9.600000,    0.084732
   9.700000,    0.086388
   9.800000,    0.088044
   9.900000,    0.089701
  10.000000,    0.091357
  10.100000,    0.093014
  10.200000,    0.094792
  10.300000,    0.096584
  10.400000,    0.098377
  10.500000,    0.100170
  10.600000,    0.101963
  10.700000,    0.103755
  10.800000,    0.105548
  10.900000,    0.107341
