Time, Horizontal Forces
   0.000000, 13143.362662
   1.000000, 13099.080339
   2.000000, 12969.017343
   3.000000, 12757.500931
   4.000000, 12469.031004
   5.000000, 12108.243749
   6.000000, 11679.874118
   7.000000, 11188.722096
   8.000000, 10639.619582
   9.000000, 10037.394739
  10.000000, 9386.841221
  11.000000, 8692.695066
  12.000000, 7959.587176
  13.000000, 7192.026729
  14.000000, 6394.367362
  15.000000, 5570.797458
  16.000000, 4725.316200
  17.000000, 3861.753366
  18.000000, 2983.748586
  18.697330, 2355.920273
  18.707330, 2355.920273
  19.335992,    0.000000
  19.471282,    0.000000
  19.971282,    0.000000
  19.981282,    0.000000
  20.981282,    0.000000
  21.981282,    0.000000
  22.981282,    0.000000
  23.226589,    0.000000
  24.226589,    0.000000
  25.226589,    0.000000
  26.226589,    0.000000
  27.226589,    0.000000
  28.226589,    0.000000
  29.226589,    0.000000
  30.226589,    0.000000
  31.226589,    0.000000
  32.226589,    0.000000
  33.021715,    0.000000
  33.031715,    0.000000
  34.031715,    0.000000
  35.031715,    0.000000
  35.226589,    0.000000
  36.226589,    0.000000
  37.226589,    0.000000
  38.226589,    0.000000
  39.226589,    0.000000
  40.226589,    0.000000
  41.226589,    0.000000
  42.226589,    0.000000
  43.226589,    0.000000
  44.226589,    0.000000
  45.226589,    0.000000
  46.226589,    0.000000
  47.226589,    0.000000
  48.226589,    0.000000
  49.226589,    0.000000
  50.226589,    0.000000
  51.226589,    0.000000
  52.226589,    0.000000
  53.226589,    0.000000
  54.226589,    0.000000
  55.226589,    0.000000
  56.226589,    0.000000
  57.226589,    0.000000
  58.226589,    0.000000
  59.226589,    0.000000
  60.226589,    0.000000
  61.226589,    0.000000
  62.226589,    0.000000
  63.226589,    0.000000
  64.226589,    0.000000
  65.226589,    0.000000
  66.226589,    0.000000
  67.226589,    0.000000
  68.226589,    0.000000
  69.226589,    0.000000
  70.226589,    0.000000
  71.226589,    0.000000
  72.226589,    0.000000
  73.226589,    0.000000
  74.226589,    0.000000
  75.226589,    0.000000
  76.226589,    0.000000
  77.226589,    0.000000
  78.226589,    0.000000
  79.226589,    0.000000
  80.226589,    0.000000
  81.226589,    0.000000
  82.226589,    0.000000
  83.226589,    0.000000
  84.226589,    0.000000
  85.226589,    0.000000
  86.226589,    0.000000
  87.226589,    0.000000
  88.226589,    0.000000
  89.226589,    0.000000
  90.226589,    0.000000
  91.226589,    0.000000
  92.226589,    0.000000
  93.226589,    0.000000
  94.226589,    0.000000
  95.226589,    0.000000
  96.226589,    0.000000
  97.226589,    0.000000
  98.226589,    0.000000
  99.226589,    0.000000
 100.226589,    0.000000
 101.226589,    0.000000
 102.226589,    0.000000
 103.226589,    0.000000
 104.226589,    0.000000
 105.226589,    0.000000
 106.226589,    0.000000
 107.226589,    0.000000
 108.226589,    0.000000
 109.226589,    0.000000
 110.226589,    0.000000
 111.226589,    0.000000
 112.226589,    0.000000
 113.226589,    0.000000
 114.226589,    0.000000
 115.226589,    0.000000
 116.226589,    0.000000
 117.226589,    0.000000
 118.226589,    0.000000
 119.226589,    0.000000
 120.226589,    0.000000
 121.226589,    0.000000
 122.226589,    0.000000
 123.226589,    0.000000
 124.226589,    0.000000
 125.226589,    0.000000
 126.226589,    0.000000
 127.226589,    0.000000
 128.226589,    0.000000
 129.226589,    0.000000
 130.226589,    0.000000
 131.226589,    0.000000
 132.226589,    0.000000
 133.226589,    0.000000
 134.226589,    0.000000
 135.226589,    0.000000
 136.226589,    0.000000
 137.226589,    0.000000
 137.503238,    0.000000
